id,set_date,city,unemployment_rate,jobs,in_demand_skills,average_age,college_degree_percentage,unemployment_level,state,job_posting_level,average_age_group,college_degree_percentage_level,set_year
797,12/13/2024,Austin,13.6,4686,"JavaScript, Customer Service, SQL, Machine Learning, Sales",26,56,Very High,TX,Very High,Young,Moderate,2024
798,6/27/2025,Denver,12.6,1184,"Sales, Cloud Computing, UX/UI Design, Data Analysis, Machine Learning",40,49,Very High,CO,Low,Middle-Aged,Low,2025
799,2/13/2025,Seattle,9.4,2918,"Cybersecurity, SQL, Data Analysis, Python, Sales",36,84,High,WA,Moderate,Middle-Aged,High,2025
800,7/1/2024,Dallas,10.2,889,"Project Management, Data Analysis, Machine Learning, UX/UI Design",48,31,High,TX,Low,Older,Low,2024
801,9/10/2023,San Francisco,13.3,345,"Project Management, Sales, Python, Data Analysis",42,86,Very High,CA,Very Low,Older,High,2023
802,3/12/2025,Denver,13.1,2983,"SQL, Machine Learning, Agile Methodologies, JavaScript, Cloud Computing",45,86,Very High,CO,Moderate,Older,High,2025
803,4/27/2024,San Jose,5.6,1353,"Machine Learning, UX/UI Design, Agile Methodologies",26,66,Low,CA,Low,Young,Moderate,2024
804,9/25/2023,San Francisco,5.2,4087,"Agile Methodologies, UX/UI Design",46,86,Low,CA,High,Older,High,2023
805,10/11/2024,Washington,5.7,4313,"Digital Marketing, Project Management, UX/UI Design, Cloud Computing",42,69,Low,DC,High,Older,Moderate,2024
806,1/29/2024,New York,12.8,2238,"UX/UI Design, Sales",49,87,Very High,NY,Moderate,Older,High,2024
807,8/5/2024,Austin,11.9,4521,"Cloud Computing, Sales, Project Management",41,77,High,TX,Very High,Older,High,2024
808,10/14/2024,Phoenix,8.9,608,"Project Management, Cloud Computing, SQL, JavaScript",46,46,Moderate,AZ,Low,Older,Low,2024
809,10/15/2024,Los Angeles,9.1,3898,"Digital Marketing, JavaScript",43,43,High,CA,High,Older,Low,2024
810,7/18/2025,Chicago,3.1,578,"Cybersecurity, Sales, Customer Service",27,76,Very Low,IL,Low,Young,High,2025
811,9/18/2023,Houston,10.7,1798,"Machine Learning, JavaScript",30,66,High,TX,Moderate,Young,Moderate,2023
812,3/9/2025,Washington,11.2,2768,"Project Management, Cloud Computing, Customer Service, SQL, Data Analysis",40,50,High,DC,Moderate,Middle-Aged,Low,2025
813,10/15/2023,San Francisco,5.7,557,"SQL, Cloud Computing, JavaScript",45,81,Low,CA,Low,Older,High,2023
814,11/26/2024,Columbus,11.9,2410,"Cybersecurity, UX/UI Design, Customer Service, Machine Learning",45,44,High,OH,Moderate,Older,Low,2024
815,3/11/2024,Philadelphia,12.5,1342,"Python, UX/UI Design, Digital Marketing",28,34,Very High,PA,Low,Young,Low,2024
816,10/30/2024,Chicago,2.9,91,"Customer Service, Sales, Cybersecurity, Digital Marketing, Agile Methodologies",30,60,Very Low,IL,Very Low,Young,Moderate,2024
817,7/31/2024,Seattle,10.1,1349,"Data Analysis, Cloud Computing, Sales, Customer Service, Python",46,73,High,WA,Low,Older,High,2024
818,9/26/2024,Charlotte,7.3,3634,"Python, Digital Marketing, Sales",45,83,Moderate,NC,High,Older,High,2024
819,2/26/2025,San Francisco,5.1,3115,"UX/UI Design, Sales, Project Management, Cybersecurity",41,39,Low,CA,High,Older,Low,2025
820,3/12/2024,Austin,13.3,1161,"SQL, Project Management",35,68,Very High,TX,Low,Middle-Aged,Moderate,2024
821,9/7/2024,New York,4.2,3823,"JavaScript, Sales, Cybersecurity, Data Analysis",35,77,Low,NY,High,Middle-Aged,High,2024
822,5/18/2025,Phoenix,11.1,4823,"Agile Methodologies, Machine Learning, Python",37,32,High,AZ,Very High,Middle-Aged,Low,2025
823,2/18/2025,San Antonio,8.5,3732,"SQL, Python, Agile Methodologies, Machine Learning",36,31,Moderate,TX,High,Middle-Aged,Low,2025
824,4/12/2024,Phoenix,11.7,4747,"Cybersecurity, Data Analysis, Sales",35,66,High,AZ,Very High,Middle-Aged,Moderate,2024
825,3/24/2024,Austin,8.6,4216,"Customer Service, Cloud Computing, JavaScript",42,30,Moderate,TX,High,Older,Low,2024
826,6/25/2025,Houston,5.4,3078,"Data Analysis, Customer Service",28,75,Low,TX,High,Young,High,2025
827,8/27/2023,New York,12.5,4332,"Customer Service, Agile Methodologies, Project Management",31,76,Very High,NY,High,Middle-Aged,High,2023
828,6/23/2024,Jacksonville,6.7,3689,"Customer Service, SQL, Sales, Cloud Computing, UX/UI Design",41,87,Moderate,FL,High,Older,High,2024
829,9/29/2024,San Jose,2.5,954,"Project Management, Data Analysis, JavaScript",47,55,Very Low,CA,Low,Older,Moderate,2024
830,7/5/2025,San Francisco,3.4,3468,"Agile Methodologies, Project Management, Machine Learning, Cloud Computing",34,66,Very Low,CA,High,Middle-Aged,Moderate,2025
831,2/10/2024,Houston,5.5,3485,"Cloud Computing, Agile Methodologies, Data Analysis",28,59,Low,TX,High,Young,Moderate,2024
832,1/16/2024,Dallas,5.3,3095,"Digital Marketing, Agile Methodologies, Project Management, Cloud Computing, JavaScript",29,83,Low,TX,High,Young,High,2024
833,2/6/2024,Philadelphia,11.4,1616,"Cybersecurity, JavaScript, Agile Methodologies, Project Management, Machine Learning",47,30,High,PA,Moderate,Older,Low,2024
834,4/12/2025,Austin,7.4,3885,"Sales, Digital Marketing, Agile Methodologies",39,65,Moderate,TX,High,Middle-Aged,Moderate,2025
835,6/16/2025,Seattle,8.7,116,"Agile Methodologies, Machine Learning, Cybersecurity, JavaScript, Digital Marketing",26,76,Moderate,WA,Very Low,Young,High,2025
836,12/13/2023,San Diego,11.1,3138,"Project Management, Digital Marketing, Data Analysis, Sales, Cybersecurity",48,33,High,CA,High,Older,Low,2023
837,3/10/2025,Seattle,3.7,1185,"Agile Methodologies, Project Management, Data Analysis, JavaScript",49,59,Very Low,WA,Low,Older,Moderate,2025
838,11/21/2023,San Jose,4.6,4254,"Project Management, Data Analysis",44,74,Low,CA,High,Older,High,2023
839,12/5/2024,Washington,5.6,3046,"Cloud Computing, Machine Learning",45,86,Low,DC,High,Older,High,2024
840,4/9/2025,Los Angeles,7.3,519,"Project Management, Python",40,67,Moderate,CA,Low,Middle-Aged,Moderate,2025
841,6/3/2025,New York,2.7,2702,"UX/UI Design, Cloud Computing, JavaScript, Machine Learning",33,33,Very Low,NY,Moderate,Middle-Aged,Low,2025
842,11/6/2023,San Diego,10.8,1032,"Sales, Customer Service",41,52,High,CA,Low,Older,Moderate,2023
843,7/21/2025,Columbus,3.1,605,"Sales, Python, UX/UI Design, Data Analysis",33,62,Very Low,OH,Low,Middle-Aged,Moderate,2025
844,8/15/2023,Denver,14.2,4899,"Cloud Computing, SQL",25,63,Very High,CO,Very High,Young,Moderate,2023
845,12/31/2024,Philadelphia,5.1,668,"Digital Marketing, UX/UI Design, Project Management, Customer Service",44,65,Low,PA,Low,Older,Moderate,2024
846,7/17/2025,Columbus,4.3,3970,"Cloud Computing, Digital Marketing, Customer Service",31,90,Low,OH,High,Middle-Aged,High,2025
847,10/18/2024,Fort Worth,14.1,4853,"SQL, Python",41,48,Very High,TX,Very High,Older,Low,2024
848,9/10/2024,Austin,12.3,2201,"Agile Methodologies, Machine Learning, Sales, SQL",42,50,Very High,TX,Moderate,Older,Low,2024
849,1/1/2024,Austin,9.2,2932,"Cloud Computing, Cybersecurity, Sales, UX/UI Design, Python",30,74,High,TX,Moderate,Young,High,2024
850,3/24/2025,New York,12.7,4283,"JavaScript, Project Management, Cloud Computing",46,63,Very High,NY,High,Older,Moderate,2025
851,10/26/2023,Columbus,14.9,87,"Cloud Computing, Cybersecurity",38,49,Very High,OH,Very Low,Middle-Aged,Low,2023
852,8/6/2023,Philadelphia,12.2,4315,"Project Management, Machine Learning",34,54,Very High,PA,High,Middle-Aged,Moderate,2023
853,9/30/2024,Seattle,2.3,1521,"Digital Marketing, Cybersecurity",38,56,Very Low,WA,Moderate,Middle-Aged,Moderate,2024
854,11/19/2023,San Diego,11.7,1751,"SQL, Cybersecurity",31,44,High,CA,Moderate,Middle-Aged,Low,2023
855,1/12/2025,Denver,14,53,"UX/UI Design, Cybersecurity",38,56,Very High,CO,Very Low,Middle-Aged,Moderate,2025
856,4/1/2025,Indianapolis,6.3,3019,"Data Analysis, SQL, Sales",37,55,Moderate,IN,High,Middle-Aged,Moderate,2025
857,6/2/2025,Washington,11.5,3255,"Cybersecurity, Data Analysis",29,50,High,DC,High,Young,Low,2025
858,6/22/2024,Fort Worth,15,1794,"SQL, Sales, Cybersecurity, Data Analysis",36,85,Very High,TX,Moderate,Middle-Aged,High,2024
859,2/24/2024,San Diego,8.4,1329,"Sales, Cybersecurity, SQL, Digital Marketing",37,57,Moderate,CA,Low,Middle-Aged,Moderate,2024
860,8/3/2024,Seattle,3.3,1248,"Machine Learning, Cloud Computing, Cybersecurity",44,90,Very Low,WA,Low,Older,High,2024
861,12/10/2024,Chicago,14.7,3766,"Machine Learning, Customer Service",26,78,Very High,IL,High,Young,High,2024
862,11/18/2023,Washington,5,4619,"Python, SQL, Digital Marketing, Project Management, Agile Methodologies",32,72,Low,DC,Very High,Middle-Aged,High,2023
863,5/3/2025,Dallas,12,3165,"Cybersecurity, Python, SQL",43,42,High,TX,High,Older,Low,2025
864,10/13/2024,Jacksonville,7.3,717,"SQL, Python, Sales",41,37,Moderate,FL,Low,Older,Low,2024
865,4/2/2025,Indianapolis,4.1,1455,"Cloud Computing, Data Analysis, Agile Methodologies, Sales",50,50,Low,IN,Low,Older,Low,2025
866,8/29/2024,San Antonio,8.9,3452,"Cloud Computing, Data Analysis, JavaScript",44,56,Moderate,TX,High,Older,Moderate,2024
867,3/4/2025,Washington,10.2,604,"Data Analysis, Python, UX/UI Design, Cloud Computing",30,84,High,DC,Low,Young,High,2025
868,1/24/2024,Austin,11.9,1613,"Project Management, JavaScript, Data Analysis, Sales",45,66,High,TX,Moderate,Older,Moderate,2024
869,7/8/2025,Jacksonville,13.1,1065,"Project Management, SQL, Digital Marketing, Machine Learning, Python",38,57,Very High,FL,Low,Middle-Aged,Moderate,2025
870,10/29/2024,San Francisco,7,2340,"Machine Learning, Sales, UX/UI Design",43,71,Moderate,CA,Moderate,Older,High,2024
871,7/12/2025,Fort Worth,3.5,4206,"Machine Learning, Digital Marketing, Data Analysis, Customer Service",34,40,Very Low,TX,High,Middle-Aged,Low,2025
872,10/7/2024,Columbus,4.8,4145,"Python, JavaScript",29,56,Low,OH,High,Young,Moderate,2024
873,11/8/2024,San Antonio,5.1,2884,"Project Management, Digital Marketing, JavaScript",43,57,Low,TX,Moderate,Older,Moderate,2024
874,2/19/2025,Dallas,14.1,4038,"JavaScript, Digital Marketing, Agile Methodologies",29,81,Very High,TX,High,Young,High,2025
875,9/24/2024,Houston,11,3327,"Cybersecurity, Sales",29,79,High,TX,High,Young,High,2024
876,7/21/2024,Philadelphia,7.1,146,"Data Analysis, SQL, Project Management",42,48,Moderate,PA,Very Low,Older,Low,2024
877,9/17/2023,San Antonio,5.8,388,"Sales, Project Management, Cloud Computing, Cybersecurity, Data Analysis",34,76,Low,TX,Very Low,Middle-Aged,High,2023
878,4/18/2024,Dallas,13.2,4495,"Cybersecurity, Project Management, Machine Learning",25,89,Very High,TX,High,Young,High,2024
879,4/3/2024,Houston,9.2,3697,"JavaScript, Data Analysis, Agile Methodologies",48,60,High,TX,High,Older,Moderate,2024
880,7/23/2024,Fort Worth,13.1,4590,"Cloud Computing, Cybersecurity, Agile Methodologies, Project Management, Customer Service",38,58,Very High,TX,Very High,Middle-Aged,Moderate,2024
881,4/1/2025,Dallas,2.3,1671,"Data Analysis, Sales, Python",36,43,Very Low,TX,Moderate,Middle-Aged,Low,2025
882,6/21/2025,Seattle,10.3,2631,"Digital Marketing, Machine Learning, Data Analysis, Sales",36,58,High,WA,Moderate,Middle-Aged,Moderate,2025
883,11/25/2024,San Antonio,6.1,1449,"Project Management, Digital Marketing, Machine Learning, Cloud Computing",44,69,Moderate,TX,Low,Older,Moderate,2024
884,1/16/2024,San Diego,3.7,1861,"Python, Cloud Computing, Agile Methodologies, UX/UI Design, Project Management",47,70,Very Low,CA,Moderate,Older,Moderate,2024
885,2/4/2024,San Diego,11.3,1004,"Machine Learning, UX/UI Design, Project Management, Data Analysis",30,49,High,CA,Low,Young,Low,2024
886,4/25/2025,Columbus,2.6,3407,"Machine Learning, Cloud Computing, Customer Service",37,89,Very Low,OH,High,Middle-Aged,High,2025
887,9/22/2023,San Francisco,9.6,58,"Cybersecurity, Agile Methodologies",43,48,High,CA,Very Low,Older,Low,2023
888,12/26/2023,Washington,4.2,2561,"Cloud Computing, Sales, Python",41,42,Low,DC,Moderate,Older,Low,2023
889,7/19/2025,Houston,12.8,4224,"UX/UI Design, Project Management, Cybersecurity, Python",36,86,Very High,TX,High,Middle-Aged,High,2025
890,11/18/2024,Philadelphia,8.9,218,"Data Analysis, Cybersecurity, Python",31,69,Moderate,PA,Very Low,Middle-Aged,Moderate,2024
891,5/14/2024,Columbus,7.2,1842,"Python, Cybersecurity",39,44,Moderate,OH,Moderate,Middle-Aged,Low,2024
892,11/10/2024,Seattle,10.8,4044,"Cloud Computing, UX/UI Design",35,45,High,WA,High,Middle-Aged,Low,2024
893,3/29/2024,Indianapolis,8.8,775,"Data Analysis, Sales, Cloud Computing, JavaScript",25,86,Moderate,IN,Low,Young,High,2024
894,7/25/2024,Washington,4.8,2703,"Project Management, UX/UI Design, Agile Methodologies, Cloud Computing, Python",48,71,Low,DC,Moderate,Older,High,2024
895,1/11/2025,Jacksonville,12.9,238,"Agile Methodologies, Cybersecurity",49,75,Very High,FL,Very Low,Older,High,2025
896,4/23/2025,Denver,7.8,1077,"Machine Learning, Cybersecurity",50,67,Moderate,CO,Low,Older,Moderate,2025
897,12/23/2024,Washington,10.5,1936,"Data Analysis, JavaScript, Sales, Python, Cybersecurity",42,90,High,DC,Moderate,Older,High,2024
898,12/22/2023,Dallas,7.7,2898,"JavaScript, Agile Methodologies, Python",25,75,Moderate,TX,Moderate,Young,High,2023
899,3/8/2024,Chicago,7.4,2225,"Project Management, Agile Methodologies, UX/UI Design, JavaScript",48,41,Moderate,IL,Moderate,Older,Low,2024
900,4/20/2024,Philadelphia,11.5,1132,"Customer Service, Python, Cybersecurity, Digital Marketing",41,47,High,PA,Low,Older,Low,2024
901,5/18/2024,Indianapolis,2.7,4733,"Python, UX/UI Design",50,73,Very Low,IN,Very High,Older,High,2024
902,9/30/2023,Los Angeles,7.8,2399,"Agile Methodologies, Data Analysis, Digital Marketing",42,65,Moderate,CA,Moderate,Older,Moderate,2023
903,8/24/2023,Seattle,6.6,615,"Python, Agile Methodologies, Project Management, Digital Marketing, SQL",44,70,Moderate,WA,Low,Older,Moderate,2023
904,8/3/2024,San Francisco,4.9,4977,"Python, UX/UI Design, Cloud Computing, Cybersecurity",26,51,Low,CA,Very High,Young,Moderate,2024
905,6/7/2025,Austin,4.5,568,"SQL, Cloud Computing, Data Analysis, UX/UI Design, Python",38,51,Low,TX,Low,Middle-Aged,Moderate,2025
906,11/14/2024,New York,12.8,466,"Machine Learning, Project Management",43,57,Very High,NY,Very Low,Older,Moderate,2024
907,7/7/2025,Columbus,3.2,4777,"Cloud Computing, Agile Methodologies, Data Analysis, Customer Service",46,72,Very Low,OH,Very High,Older,High,2025
908,3/7/2025,San Jose,14.8,3032,"Machine Learning, Cybersecurity, JavaScript",38,36,Very High,CA,High,Middle-Aged,Low,2025
909,11/13/2024,Fort Worth,3.6,2431,"Cloud Computing, Agile Methodologies, SQL, Sales",46,84,Very Low,TX,Moderate,Older,High,2024
910,10/10/2024,Philadelphia,2.7,1323,"Project Management, Digital Marketing",26,30,Very Low,PA,Low,Young,Low,2024
911,3/25/2025,San Jose,9.3,3260,"Project Management, UX/UI Design",37,89,High,CA,High,Middle-Aged,High,2025
912,5/15/2025,Charlotte,5.5,488,"SQL, Data Analysis",47,59,Low,NC,Very Low,Older,Moderate,2025
913,10/1/2024,Indianapolis,12,2444,"UX/UI Design, Machine Learning",49,78,High,IN,Moderate,Older,High,2024
914,7/28/2024,New York,10,1155,"Data Analysis, Sales",41,85,High,NY,Low,Older,High,2024
915,2/5/2024,San Antonio,15,771,"Cybersecurity, Data Analysis, SQL",45,70,Very High,TX,Low,Older,Moderate,2024
916,8/21/2023,Philadelphia,10.7,2659,"UX/UI Design, Machine Learning, Cloud Computing, Customer Service, SQL",36,74,High,PA,Moderate,Middle-Aged,High,2023
917,1/16/2024,Philadelphia,8.8,2334,"Machine Learning, SQL",25,57,Moderate,PA,Moderate,Young,Moderate,2024
918,11/24/2024,Houston,7.8,2605,"Agile Methodologies, SQL, Customer Service",29,33,Moderate,TX,Moderate,Young,Low,2024
919,7/13/2025,Phoenix,15,3110,"Python, JavaScript, Cybersecurity, SQL",34,66,Very High,AZ,High,Middle-Aged,Moderate,2025
920,7/3/2025,Denver,11.3,2964,"Sales, Python",37,69,High,CO,Moderate,Middle-Aged,Moderate,2025
921,4/17/2025,Houston,7.4,3272,"Customer Service, Cybersecurity, Machine Learning, Cloud Computing",40,53,Moderate,TX,High,Middle-Aged,Moderate,2025
922,12/20/2023,Jacksonville,14.3,2222,"Cybersecurity, Agile Methodologies, SQL, UX/UI Design",35,39,Very High,FL,Moderate,Middle-Aged,Low,2023
923,5/17/2025,San Jose,2,4427,"Data Analysis, Sales, Python, SQL, Project Management",29,47,Very Low,CA,High,Young,Low,2025
924,11/24/2024,San Diego,14.9,430,"Cloud Computing, Project Management, SQL, UX/UI Design, JavaScript",34,86,Very High,CA,Very Low,Middle-Aged,High,2024
925,11/24/2024,Austin,2,1436,"Project Management, Cybersecurity, Cloud Computing",39,51,Very Low,TX,Low,Middle-Aged,Moderate,2024
926,5/31/2025,Fort Worth,8.3,2388,"Cloud Computing, JavaScript, Agile Methodologies, Customer Service, Sales",39,60,Moderate,TX,Moderate,Middle-Aged,Moderate,2025
927,4/3/2025,Los Angeles,14.4,653,"Digital Marketing, Project Management, Cloud Computing, Data Analysis, Customer Service",44,77,Very High,CA,Low,Older,High,2025
928,7/23/2024,Houston,14.9,2272,"SQL, Digital Marketing, Python",45,63,Very High,TX,Moderate,Older,Moderate,2024
929,1/4/2024,Charlotte,12.4,4897,"Python, Sales, Cybersecurity, Digital Marketing, Data Analysis",33,90,Very High,NC,Very High,Middle-Aged,High,2024
930,4/23/2024,New York,7.8,2858,"SQL, Project Management, Machine Learning, Cybersecurity, Python",37,47,Moderate,NY,Moderate,Middle-Aged,Low,2024
931,12/10/2024,Los Angeles,10.7,3149,"Machine Learning, Digital Marketing, JavaScript, Cybersecurity, Data Analysis",35,70,High,CA,High,Middle-Aged,Moderate,2024
932,12/6/2024,Austin,5.8,3641,"Data Analysis, Customer Service, Cybersecurity, UX/UI Design, Machine Learning",45,66,Low,TX,High,Older,Moderate,2024
933,3/8/2025,San Francisco,10.1,3226,"JavaScript, Digital Marketing, SQL, Project Management",43,75,High,CA,High,Older,High,2025
934,12/28/2023,Seattle,15,2106,"Agile Methodologies, Cybersecurity, Project Management",27,52,Very High,WA,Moderate,Young,Moderate,2023
935,3/31/2025,San Jose,14.9,2231,"Customer Service, UX/UI Design",28,59,Very High,CA,Moderate,Young,Moderate,2025
936,12/25/2023,Chicago,2.6,3180,"Data Analysis, SQL, Digital Marketing",35,82,Very Low,IL,High,Middle-Aged,High,2023
937,7/2/2024,Dallas,12.9,1713,"Sales, UX/UI Design, Data Analysis, JavaScript",26,46,Very High,TX,Moderate,Young,Low,2024
938,3/5/2025,Denver,4.2,2738,"UX/UI Design, Agile Methodologies, Cybersecurity, Data Analysis, Digital Marketing",38,38,Low,CO,Moderate,Middle-Aged,Low,2025
939,11/10/2024,San Antonio,2.3,279,"Cybersecurity, SQL",45,77,Very Low,TX,Very Low,Older,High,2024
940,11/26/2024,San Diego,9.6,1952,"Machine Learning, Cloud Computing, UX/UI Design",36,71,High,CA,Moderate,Middle-Aged,High,2024
941,6/12/2025,Dallas,9.8,582,"Agile Methodologies, Cybersecurity",29,72,High,TX,Low,Young,High,2025
942,2/2/2024,Fort Worth,14.7,1724,"Data Analysis, Project Management, Digital Marketing, SQL",41,87,Very High,TX,Moderate,Older,High,2024
943,8/13/2023,Dallas,11.7,4037,"Machine Learning, Customer Service, JavaScript, Python",39,45,High,TX,High,Middle-Aged,Low,2023
944,8/23/2024,Jacksonville,8.8,4112,"Customer Service, Cybersecurity",48,90,Moderate,FL,High,Older,High,2024
945,9/2/2023,San Antonio,3.9,3654,"UX/UI Design, Project Management, Digital Marketing",35,48,Very Low,TX,High,Middle-Aged,Low,2023
946,8/26/2024,Chicago,9.8,4768,"Machine Learning, UX/UI Design, Agile Methodologies, Customer Service",32,32,High,IL,Very High,Middle-Aged,Low,2024
947,10/5/2023,San Diego,10,1941,"Agile Methodologies, Digital Marketing, Project Management",48,50,High,CA,Moderate,Older,Low,2023
948,4/13/2025,Charlotte,12.3,3581,"Agile Methodologies, Cloud Computing, Data Analysis, Machine Learning, SQL",40,77,Very High,NC,High,Middle-Aged,High,2025
949,4/10/2024,Indianapolis,11.4,910,"Cloud Computing, JavaScript, Machine Learning, Sales, SQL",50,86,High,IN,Low,Older,High,2024
950,8/9/2024,San Jose,5.2,92,"Digital Marketing, Cloud Computing, Sales",48,47,Low,CA,Very Low,Older,Low,2024
951,7/21/2024,Austin,14.5,4592,"SQL, Cloud Computing, Python, Cybersecurity, Data Analysis",30,51,Very High,TX,Very High,Young,Moderate,2024
952,5/8/2025,Austin,4,2608,"Cloud Computing, Customer Service, Agile Methodologies, UX/UI Design",33,82,Very Low,TX,Moderate,Middle-Aged,High,2025
953,5/17/2025,Philadelphia,5.1,55,"Machine Learning, Data Analysis, JavaScript",38,43,Low,PA,Very Low,Middle-Aged,Low,2025
954,7/1/2025,Chicago,9.9,2498,"SQL, UX/UI Design, Sales, Project Management",38,72,High,IL,Moderate,Middle-Aged,High,2025
955,10/22/2023,Dallas,9.5,4586,"SQL, Cybersecurity",41,36,High,TX,Very High,Older,Low,2023
956,12/4/2024,Jacksonville,7.7,1395,"Cloud Computing, Digital Marketing, SQL, Agile Methodologies, Customer Service",31,49,Moderate,FL,Low,Middle-Aged,Low,2024
957,8/4/2024,San Jose,3.9,4932,"Python, Digital Marketing, Sales, SQL, Machine Learning",45,54,Very Low,CA,Very High,Older,Moderate,2024
958,8/18/2024,Seattle,2.1,2061,"Python, UX/UI Design, JavaScript",26,77,Very Low,WA,Moderate,Young,High,2024
959,2/13/2025,Jacksonville,7.6,4010,"Agile Methodologies, Cybersecurity, Digital Marketing, SQL",38,36,Moderate,FL,High,Middle-Aged,Low,2025
960,3/24/2024,San Antonio,12.7,2403,"Agile Methodologies, Machine Learning, Python",30,82,Very High,TX,Moderate,Young,High,2024
961,4/21/2025,San Francisco,4.7,1129,"Cybersecurity, UX/UI Design",38,87,Low,CA,Low,Middle-Aged,High,2025
962,8/1/2023,Los Angeles,7.9,4528,"Customer Service, Agile Methodologies, JavaScript, Cybersecurity",32,57,Moderate,CA,Very High,Middle-Aged,Moderate,2023
963,4/24/2024,Charlotte,2.9,895,"Agile Methodologies, Machine Learning, Customer Service, Python",43,47,Very Low,NC,Low,Older,Low,2024
964,1/11/2024,Charlotte,4.3,3411,"Customer Service, Sales, Cloud Computing, Digital Marketing, Python",28,76,Low,NC,High,Young,High,2024
965,1/21/2024,Seattle,3.2,3025,"Data Analysis, JavaScript, Project Management",43,65,Very Low,WA,High,Older,Moderate,2024
966,1/14/2024,San Francisco,3.6,3920,"Sales, Cybersecurity, JavaScript, Data Analysis",35,88,Very Low,CA,High,Middle-Aged,High,2024
967,7/26/2024,New York,14.5,2501,"JavaScript, Cloud Computing",34,67,Very High,NY,Moderate,Middle-Aged,Moderate,2024
968,1/7/2025,New York,8.1,1339,"Machine Learning, Customer Service, Cloud Computing, JavaScript, Cybersecurity",50,86,Moderate,NY,Low,Older,High,2025
969,2/12/2024,Charlotte,9.1,458,"Customer Service, JavaScript, SQL",26,60,High,NC,Very Low,Young,Moderate,2024
970,6/5/2025,Chicago,2.9,3310,"JavaScript, UX/UI Design, Cloud Computing",43,87,Very Low,IL,High,Older,High,2025
971,6/26/2025,Jacksonville,14.5,2219,"UX/UI Design, Python",25,80,Very High,FL,Moderate,Young,High,2025
972,4/5/2024,Seattle,5.6,2638,"Project Management, Data Analysis, Customer Service",48,53,Low,WA,Moderate,Older,Moderate,2024
973,7/17/2025,Phoenix,5.4,99,"Agile Methodologies, UX/UI Design, SQL, Cybersecurity, Data Analysis",25,71,Low,AZ,Very Low,Young,High,2025
974,5/7/2025,Denver,7.8,2053,"Data Analysis, Sales, Digital Marketing, UX/UI Design",34,49,Moderate,CO,Moderate,Middle-Aged,Low,2025
975,2/8/2025,San Antonio,4,103,"Data Analysis, Customer Service, Agile Methodologies, Cloud Computing, Cybersecurity",44,39,Very Low,TX,Very Low,Older,Low,2025
976,9/7/2023,Dallas,9.5,2260,"Cybersecurity, Sales, UX/UI Design, Customer Service",48,33,High,TX,Moderate,Older,Low,2023
977,10/2/2023,Dallas,9.2,3309,"Digital Marketing, Customer Service, Cloud Computing",27,48,High,TX,High,Young,Low,2023
978,6/18/2024,Phoenix,12.2,538,"Data Analysis, Machine Learning, Agile Methodologies, UX/UI Design, Project Management",47,36,Very High,AZ,Low,Older,Low,2024
979,7/27/2025,Indianapolis,10.7,2983,"Data Analysis, Machine Learning",38,62,High,IN,Moderate,Middle-Aged,Moderate,2025
980,11/21/2024,Dallas,12.4,1513,"Customer Service, UX/UI Design",33,41,Very High,TX,Moderate,Middle-Aged,Low,2024
981,6/22/2025,Indianapolis,11.8,591,"SQL, JavaScript, Sales, Cloud Computing, Cybersecurity",44,77,High,IN,Low,Older,High,2025
982,7/6/2025,San Antonio,9.9,4769,"SQL, Project Management, Machine Learning, Digital Marketing, Customer Service",40,50,High,TX,Very High,Middle-Aged,Low,2025
983,1/13/2025,Seattle,14.5,4887,"Customer Service, Data Analysis, SQL, Python",28,75,Very High,WA,Very High,Young,High,2025
984,3/4/2025,New York,10.4,225,"JavaScript, Agile Methodologies, Project Management, Data Analysis",37,54,High,NY,Very Low,Middle-Aged,Moderate,2025
985,4/28/2024,Seattle,13,2749,"Cloud Computing, SQL, Digital Marketing, Customer Service, Cybersecurity",45,43,Very High,WA,Moderate,Older,Low,2024
986,9/17/2024,Charlotte,3.6,3000,"Project Management, JavaScript, UX/UI Design",30,43,Very Low,NC,Moderate,Young,Low,2024
987,6/25/2024,Philadelphia,13.8,4185,"JavaScript, Cloud Computing, Digital Marketing, Sales",35,32,Very High,PA,High,Middle-Aged,Low,2024
988,12/4/2023,Philadelphia,8.3,1978,"Digital Marketing, SQL, Cybersecurity, Agile Methodologies, Customer Service",34,51,Moderate,PA,Moderate,Middle-Aged,Moderate,2023
989,3/16/2025,San Jose,12.8,925,"UX/UI Design, Sales, Cybersecurity, Customer Service",41,40,Very High,CA,Low,Older,Low,2025
990,11/29/2023,Seattle,7.4,4945,"Cybersecurity, UX/UI Design, SQL",34,87,Moderate,WA,Very High,Middle-Aged,High,2023
991,2/28/2025,Dallas,11,1556,"Digital Marketing, Customer Service, Agile Methodologies, Python",27,41,High,TX,Moderate,Young,Low,2025
992,12/27/2024,San Diego,5.7,1456,"Digital Marketing, SQL, Customer Service, Machine Learning",49,69,Low,CA,Low,Older,Moderate,2024
993,5/23/2024,San Jose,7.6,3616,"Data Analysis, Cybersecurity, Digital Marketing, SQL, Agile Methodologies",37,57,Moderate,CA,High,Middle-Aged,Moderate,2024
994,4/26/2024,San Diego,14.8,4113,"Agile Methodologies, Digital Marketing, Sales, Data Analysis",43,66,Very High,CA,High,Older,Moderate,2024
